ds,y
2022-08-11,201
2022-08-11,102
2022-08-11,268
2022-08-11,179
2022-08-11,203
2022-08-11,89
2022-08-11,143
2022-08-11,128
2022-08-12,323
2022-08-12,57
2022-08-12,73
2022-08-12,299
2022-08-12,162
2022-08-12,203
2022-08-12,246
2022-08-12,101
2022-08-12,229
2022-08-12,84
2022-08-12,131
2022-08-12,188
2022-08-12,279
2022-08-12,274
2022-08-12,224
2022-08-13,360
2022-08-13,126
2022-08-13,178
2022-08-13,139
2022-08-13,239
2022-08-13,320
2022-08-13,381
2022-08-13,300
2022-08-13,111
2022-08-13,407
2022-08-13,204
2022-08-13,46
2022-08-13,145
2022-08-13,199
2022-08-13,90
2022-08-14,265
2022-08-14,65
2022-08-14,127
2022-08-14,210
2022-08-14,344
2022-08-14,37
2022-08-14,347
2022-08-14,229
2022-08-14,371
2022-08-14,157
2022-08-14,196
2022-08-14,218
2022-08-14,293
2022-08-14,194
2022-08-14,73
2022-08-15,208
2022-08-15,87
2022-08-15,240
2022-08-15,256
2022-08-15,208
2022-08-15,210
2022-08-15,208
2022-08-15,43
2022-08-15,153
2022-08-15,92
2022-08-15,317
2022-08-15,248
2022-08-15,192
2022-08-15,102
2022-08-15,108
2022-08-16,214
2022-08-16,340
2022-08-16,46
2022-08-16,258
2022-08-16,185
2022-08-16,118
2022-08-16,99
2022-08-16,170
2022-08-16,319
2022-08-16,290
2022-08-16,191
2022-08-16,221
2022-08-16,107
2022-08-16,150
2022-08-17,268
2022-08-17,216
2022-08-17,185
2022-08-17,176
2022-08-17,74
2022-08-17,90
2022-08-17,160
2022-08-17,217
2022-08-17,311
2022-08-17,161
2022-08-17,114
2022-08-17,153
2022-08-17,190
2022-08-17,121
2022-08-18,173
2022-08-18,215
2022-08-18,192
2022-08-18,237
2022-08-18,147
2022-08-18,236
2022-08-18,138
2022-08-18,82
2022-08-18,198
2022-08-18,137
2022-08-18,156
2022-08-18,200
2022-08-18,43
2022-08-18,169
2022-08-18,131
2022-08-19,293
2022-08-19,196
2022-08-19,198
2022-08-19,88
2022-08-19,266
2022-08-19,114
2022-08-19,248
2022-08-19,275
2022-08-19,183
2022-08-19,190
2022-08-19,185
2022-08-19,57
2022-08-19,127
2022-08-19,249
2022-08-19,162
2022-08-20,159
2022-08-20,182
2022-08-20,373
2022-08-20,339
2022-08-20,46
2022-08-20,103
2022-08-20,220
2022-08-20,220
2022-08-20,117
2022-08-20,130
2022-08-20,325
2022-08-20,178
2022-08-20,253
2022-08-20,269
2022-08-20,392
2022-08-21,206
2022-08-21,421
2022-08-21,382
2022-08-21,131
2022-08-21,48
2022-08-21,166
2022-08-21,290
2022-08-21,377
2022-08-21,293
2022-08-21,160
2022-08-21,167
2022-08-21,82
2022-08-21,290
2022-08-21,363
2022-08-21,101
2022-08-22,131
2022-08-22,110
2022-08-22,228
2022-08-22,80
2022-08-22,241
2022-08-22,109
2022-08-22,398
2022-08-22,224
2022-08-22,286
2022-08-22,182
2022-08-22,185
2022-08-22,132
2022-08-22,227
2022-08-22,137
2022-08-23,289
2022-08-23,264
2022-08-23,185
2022-08-23,53
2022-08-23,239
2022-08-23,130
2022-08-23,99
2022-08-23,83
2022-08-23,142
2022-08-23,211
2022-08-23,90
2022-08-23,196
2022-08-23,252
2022-08-23,291
2022-08-23,200
2022-08-24,259
2022-08-24,326
2022-08-24,196
2022-08-24,274
2022-08-24,273
2022-08-24,141
2022-08-24,192
2022-08-24,266
2022-08-24,163
2022-08-24,143
2022-08-24,89
2022-08-24,215
2022-08-24,85
2022-08-25,331
2022-08-25,196
2022-08-25,225
2022-08-25,94
2022-08-25,261
2022-08-25,354
2022-08-25,263
2022-08-25,175
2022-08-25,153
2022-08-25,209
2022-08-25,154
2022-08-25,270
2022-08-25,397
2022-08-25,116
2022-08-26,444
2022-08-26,139
2022-08-26,258
2022-08-26,436
2022-08-26,423
2022-08-26,203
2022-08-26,296
2022-08-26,428
2022-08-26,368
2022-08-26,13
2022-08-26,250
2022-08-26,278
2022-08-26,123
2022-08-26,216
2022-08-26,302
2022-08-26,62
2022-08-27,251
2022-08-27,246
2022-08-27,128
2022-08-27,61
2022-08-27,602
2022-08-27,619
2022-08-27,439
2022-08-27,325
2022-08-27,357
2022-08-27,375
2022-08-27,314
2022-08-27,141
2022-08-27,437
2022-08-27,355
2022-08-27,485
2022-08-27,161
2022-08-28,426
2022-08-28,497
2022-08-28,445
2022-08-28,382
2022-08-28,260
2022-08-28,292
2022-08-28,512
2022-08-28,378
2022-08-28,555
2022-08-28,183
2022-08-28,72
2022-08-28,146
2022-08-28,352
2022-08-28,508
2022-08-28,109
2022-08-28,134
2022-08-29,346
2022-08-29,199
2022-08-29,276
2022-08-29,152
2022-08-29,236
2022-08-29,136
2022-08-29,173
2022-08-29,145
2022-08-29,273
2022-08-29,351
2022-08-29,187
2022-08-29,242
2022-08-29,297
2022-08-29,46
2022-08-30,210
2022-08-30,110
2022-08-30,145
2022-08-30,325
2022-08-30,183
2022-08-30,204
2022-08-30,312
2022-08-30,44
2022-08-30,114
2022-08-30,55
2022-08-30,280
2022-08-30,222
2022-08-30,207
2022-08-30,288
2022-08-30,162
2022-08-31,161
2022-08-31,205
2022-08-31,134
2022-08-31,150
2022-08-31,151
2022-08-31,221
2022-08-31,283
2022-08-31,183
2022-08-31,229
2022-08-31,120
2022-08-31,55
2022-08-31,267
2022-08-31,251
2022-08-31,76
2022-08-31,177
2022-09-01,300
2022-09-01,214
2022-09-01,210
2022-09-01,183
2022-09-01,187
2022-09-01,238
2022-09-01,259
2022-09-01,127
2022-09-01,98
2022-09-01,95
2022-09-01,184
2022-09-01,169
2022-09-01,239
2022-09-01,221
2022-09-01,51
2022-09-02,258
2022-09-02,250
2022-09-02,312
2022-09-02,303
2022-09-02,224
2022-09-02,128
2022-09-02,303
2022-09-02,155
2022-09-02,108
2022-09-02,202
2022-09-02,202
2022-09-02,196
2022-09-02,244
2022-09-02,185
2022-09-03,229
2022-09-03,407
2022-09-03,104
2022-09-03,303
2022-09-03,390
2022-09-03,285
2022-09-03,433
2022-09-03,334
2022-09-03,207
2022-09-03,295
2022-09-03,261
2022-09-03,210
2022-09-03,134
2022-09-03,307
2022-09-04,343
2022-09-04,223
2022-09-04,405
2022-09-04,176
2022-09-04,125
2022-09-04,199
2022-09-04,344
2022-09-04,112
2022-09-04,252
2022-09-04,387
2022-09-04,266
2022-09-04,282
2022-09-04,415
2022-09-04,348
2022-09-05,154
2022-09-05,222
2022-09-05,228
2022-09-05,256
2022-09-05,170
2022-09-05,204
2022-09-05,179
2022-09-05,123
2022-09-05,162
2022-09-05,244
2022-09-05,82
2022-09-05,140
2022-09-05,186
2022-09-06,190
2022-09-06,185
2022-09-06,130
2022-09-06,256
2022-09-06,109
2022-09-06,207
2022-09-06,214
2022-09-06,123
2022-09-06,142
2022-09-06,159
2022-09-06,111
2022-09-06,221
2022-09-06,250
2022-09-07,181
2022-09-07,162
2022-09-07,255
2022-09-07,235
2022-09-07,203
2022-09-07,129
2022-09-07,181
2022-09-07,210
2022-09-07,96
2022-09-07,251
2022-09-07,190
2022-09-07,166
2022-09-07,124
2022-09-08,218
2022-09-08,134
2022-09-08,112
2022-09-08,188
2022-09-08,154
2022-09-08,245
2022-09-08,200
2022-09-08,201
2022-09-08,181
2022-09-08,108
2022-09-08,169
2022-09-08,169
2022-09-08,272
2022-09-09,336
2022-09-09,133
2022-09-09,225
2022-09-09,168
2022-09-09,217
2022-09-09,262
2022-09-09,253
2022-09-09,228
2022-09-09,248
2022-09-09,235
2022-09-09,332
2022-09-09,103
2022-09-09,163
2022-09-09,150
2022-09-10,408
2022-09-10,206
2022-09-10,139
2022-09-10,472
2022-09-10,348
2022-09-10,360
2022-09-10,227
2022-09-10,108
2022-09-10,159
2022-09-10,255
2022-09-10,309
2022-09-10,297
2022-09-10,189
2022-09-10,289
2022-09-11,103
2022-09-11,261
2022-09-11,344
2022-09-11,133
2022-09-11,236
2022-09-11,372
2022-09-11,134
2022-09-11,299
2022-09-11,356
2022-09-11,361
2022-09-11,180
2022-09-11,252
2022-09-11,187
2022-09-11,227
2022-09-12,143
2022-09-12,166
2022-09-12,195
2022-09-12,95
2022-09-12,187
2022-09-12,114
2022-09-12,165
2022-09-12,169
2022-09-12,144
2022-09-12,150
2022-09-12,122
2022-09-12,222
2022-09-12,135
2022-09-13,128
2022-09-13,210
2022-09-13,214
2022-09-13,180
2022-09-13,181
2022-09-13,93
2022-09-13,212
2022-09-13,139
2022-09-13,160
2022-09-13,143
2022-09-13,194
2022-09-13,83
2022-09-13,177
2022-09-14,97
2022-09-14,121
2022-09-14,229
2022-09-14,214
2022-09-14,159
2022-09-14,158
2022-09-14,132
2022-09-14,197
2022-09-14,149
2022-09-14,216
2022-09-14,113
2022-09-14,132
2022-09-14,196
2022-09-15,227
2022-09-15,207
2022-09-15,115
2022-09-15,176
2022-09-15,202
2022-09-15,176
2022-09-15,128
2022-09-15,99
2022-09-15,154
2022-09-15,216
2022-09-15,170
2022-09-15,166
2022-09-15,151
2022-09-16,194
2022-09-16,191
2022-09-16,157
2022-09-16,196
2022-09-16,186
2022-09-16,180
2022-09-16,123
2022-09-16,149
2022-09-16,342
2022-09-16,253
2022-09-16,266
2022-09-16,108
2022-09-16,153
2022-09-16,270
2022-09-17,102
2022-09-17,255
2022-09-17,294
2022-09-17,200
2022-09-17,245
2022-09-17,322
2022-09-17,314
2022-09-17,139
2022-09-17,176
2022-09-17,212
2022-09-17,192
2022-09-17,68
2022-09-17,288
2022-09-17,147
2022-09-17,186
2022-09-18,138
2022-09-18,173
2022-09-18,373
2022-09-18,213
2022-09-18,108
2022-09-18,383
2022-09-18,136
2022-09-18,268
2022-09-18,183
2022-09-18,249
2022-09-18,282
2022-09-18,199
2022-09-18,83
2022-09-18,239
2022-09-19,118
2022-09-19,140
2022-09-19,146
2022-09-19,197
2022-09-19,165
2022-09-19,108
2022-09-19,158
2022-09-19,168
2022-09-19,182
2022-09-19,194
2022-09-19,63
2022-09-19,98
2022-09-19,140
2022-09-20,150
2022-09-20,92
2022-09-20,174
2022-09-20,197
2022-09-20,92
2022-09-20,185
2022-09-20,208
2022-09-20,168
2022-09-20,147
2022-09-20,135
2022-09-20,159
2022-09-20,100
2022-09-20,207
2022-09-21,136
2022-09-21,143
2022-09-21,228
2022-09-21,222
2022-09-21,205
2022-09-21,139
2022-09-21,181
2022-09-21,115
2022-09-21,186
2022-09-21,158
2022-09-21,141
2022-09-21,274
2022-09-21,109
2022-09-22,136
2022-09-22,155
2022-09-22,171
2022-09-22,265
2022-09-22,231
2022-09-22,186
2022-09-22,64
2022-09-22,112
2022-09-22,243
2022-09-22,102
2022-09-22,181
2022-09-22,142
2022-09-22,157
2022-09-23,185
2022-09-23,324
2022-09-23,348
2022-09-23,191
2022-09-23,45
2022-09-23,198
2022-09-23,107
2022-09-23,183
2022-09-23,287
2022-09-23,131
2022-09-23,215
2022-09-23,291
2022-09-23,140
2022-09-23,100
2022-09-23,196
2022-09-24,143
2022-09-24,351
2022-09-24,361
2022-09-24,223
2022-09-24,159
2022-09-24,202
2022-09-24,283
2022-09-24,105
2022-09-24,420
2022-09-24,288
2022-09-24,99
2022-09-24,242
2022-09-24,272
2022-09-24,244
2022-09-25,212
2022-09-25,187
2022-09-25,368
2022-09-25,383
2022-09-25,431
2022-09-25,211
2022-09-25,236
2022-09-25,138
2022-09-25,76
2022-09-25,202
2022-09-25,157
2022-09-25,231
2022-09-25,308
2022-09-25,240
2022-09-26,192
2022-09-26,136
2022-09-26,144
2022-09-26,153
2022-09-26,98
2022-09-26,115
2022-09-26,196
2022-09-26,204
2022-09-26,85
2022-09-26,178
2022-09-26,118
2022-09-26,226
2022-09-26,136
2022-09-27,162
2022-09-27,210
2022-09-27,244
2022-09-27,282
2022-09-27,176
2022-09-27,148
2022-09-27,198
2022-09-27,214
2022-09-27,158
2022-09-27,211
2022-09-27,172
2022-09-27,194
2022-09-27,96
2022-09-28,263
2022-09-28,167
2022-09-28,198
2022-09-28,248
2022-09-28,92
2022-09-28,274
2022-09-28,223
2022-09-28,172
2022-09-28,169
2022-09-28,171
2022-09-28,172
2022-09-28,103
2022-09-28,131
2022-09-29,138
2022-09-29,167
2022-09-29,218
2022-09-29,244
2022-09-29,215
2022-09-29,191
2022-09-29,128
2022-09-29,266
2022-09-29,189
2022-09-29,197
2022-09-29,111
2022-09-29,173
2022-09-29,156
2022-09-30,223
2022-09-30,258
2022-09-30,300
2022-09-30,185
2022-09-30,265
2022-09-30,136
2022-09-30,171
2022-09-30,172
2022-09-30,194
2022-09-30,346
2022-09-30,274
2022-09-30,105
2022-09-30,138
2022-09-30,155
2022-10-01,378
2022-10-01,332
2022-10-01,282
2022-10-01,329
2022-10-01,199
2022-10-01,45
2022-10-01,114
2022-10-01,375
2022-10-01,286
2022-10-01,124
2022-10-01,223
2022-10-01,456
2022-10-01,311
2022-10-01,178
2022-10-01,270
2022-10-02,341
2022-10-02,399
2022-10-02,256
2022-10-02,385
2022-10-02,255
2022-10-02,295
2022-10-02,346
2022-10-02,278
2022-10-02,114
2022-10-02,234
2022-10-02,221
2022-10-02,60
2022-10-02,121
2022-10-02,205
2022-10-03,215
2022-10-03,207
2022-10-03,126
2022-10-03,144
2022-10-03,156
2022-10-03,157
2022-10-03,145
2022-10-03,107
2022-10-03,119
2022-10-03,173
2022-10-03,192
2022-10-03,198
2022-10-03,242
2022-10-03,207
2022-10-04,206
2022-10-04,160
2022-10-04,127
2022-10-04,202
2022-10-04,161
2022-10-04,254
2022-10-04,209
2022-10-04,120
2022-10-04,156
2022-10-04,160
2022-10-04,62
2022-10-04,208
2022-10-04,276
2022-10-04,129
2022-10-05,98
2022-10-05,212
2022-10-05,210
2022-10-05,141
2022-10-05,203
2022-10-05,252
2022-10-05,236
2022-10-05,147
2022-10-05,197
2022-10-05,140
2022-10-05,180
2022-10-05,202
2022-10-05,121
2022-10-06,211
2022-10-06,192
2022-10-06,191
2022-10-06,251
2022-10-06,282
2022-10-06,268
2022-10-06,177
2022-10-06,177
2022-10-06,132
2022-10-06,170
2022-10-06,134
2022-10-06,141
2022-10-06,101
2022-10-07,230
2022-10-07,262
2022-10-07,249
2022-10-07,133
2022-10-07,222
2022-10-07,304
2022-10-07,243
2022-10-07,131
2022-10-07,262
2022-10-07,200
2022-10-07,95
2022-10-07,351
2022-10-07,136
2022-10-07,220
2022-10-08,277
2022-10-08,223
2022-10-08,77
2022-10-08,391
2022-10-08,350
2022-10-08,185
2022-10-08,222
2022-10-08,160
2022-10-08,314
2022-10-08,396
2022-10-08,215
2022-10-08,290
2022-10-08,399
2022-10-08,324
2022-10-09,375
2022-10-09,87
2022-10-09,194
2022-10-09,224
2022-10-09,92
2022-10-09,256
2022-10-09,215
2022-10-09,336
2022-10-09,230
2022-10-09,346
2022-10-09,371
2022-10-09,96
2022-10-09,272
2022-10-09,330
2022-10-10,251
2022-10-10,168
2022-10-10,184
2022-10-10,136
2022-10-10,221
2022-10-10,150
2022-10-10,154
2022-10-10,222
2022-10-10,236
2022-10-10,147
2022-10-10,143
2022-10-10,107
2022-10-10,193
2022-10-11,181
2022-10-11,179
2022-10-11,213
2022-10-11,230
2022-10-11,124
2022-10-11,144
2022-10-11,212
2022-10-11,205
2022-10-11,173
2022-10-11,109
2022-10-11,228
2022-10-11,172
2022-10-11,184
2022-10-11,55
2022-10-12,191
2022-10-12,142
2022-10-12,195
2022-10-12,136
2022-10-12,170
2022-10-12,91
2022-10-12,179
2022-10-12,204
2022-10-12,238
2022-10-12,194
2022-10-12,142
2022-10-12,190
2022-10-12,212
2022-10-13,138
2022-10-13,123
2022-10-13,223
2022-10-13,241
2022-10-13,199
2022-10-13,91
2022-10-13,116
2022-10-13,206
2022-10-13,223
2022-10-13,163
2022-10-13,85
2022-10-13,179
2022-10-13,215
2022-10-14,98
2022-10-14,93
2022-10-14,152
2022-10-14,271
2022-10-14,155
2022-10-14,280
2022-10-14,115
2022-10-14,196
2022-10-14,180
2022-10-14,206
2022-10-14,224
2022-10-14,336
2022-10-14,302
2022-10-14,220
2022-10-14,246
2022-10-15,431
2022-10-15,417
2022-10-15,194
2022-10-15,114
2022-10-15,233
2022-10-15,278
2022-10-15,247
2022-10-15,107
2022-10-15,262
2022-10-15,339
2022-10-15,215
2022-10-15,200
2022-10-15,165
2022-10-15,380
2022-10-16,331
2022-10-16,107
2022-10-16,199
2022-10-16,213
2022-10-16,69
2022-10-16,249
2022-10-16,120
2022-10-16,342
2022-10-16,348
2022-10-16,335
2022-10-16,178
2022-10-16,199
2022-10-16,241
2022-10-16,319
2022-10-17,164
2022-10-17,211
2022-10-17,92
2022-10-17,189
2022-10-17,157
2022-10-17,160
2022-10-17,208
2022-10-17,131
2022-10-17,157
2022-10-17,93
2022-10-17,231
2022-10-17,130
2022-10-17,140
2022-10-18,94
2022-10-18,181
2022-10-18,100
2022-10-18,108
2022-10-18,200
2022-10-18,145
2022-10-18,185
2022-10-18,237
2022-10-18,158
2022-10-18,229
2022-10-18,265
2022-10-18,287
2022-10-18,223
2022-10-19,101
2022-10-19,175
2022-10-19,217
2022-10-19,206
2022-10-19,263
2022-10-19,149
2022-10-19,201
2022-10-19,266
2022-10-19,85
2022-10-19,164
2022-10-19,148
2022-10-19,184
2022-10-19,198
2022-10-20,160
2022-10-20,191
2022-10-20,219
2022-10-20,244
2022-10-20,121
2022-10-20,251
2022-10-20,91
2022-10-20,104
2022-10-20,162
2022-10-20,273
2022-10-20,193
2022-10-20,175
2022-10-20,236
2022-10-21,187
2022-10-21,297
2022-10-21,256
2022-10-21,148
2022-10-21,212
2022-10-21,216
2022-10-21,318
2022-10-21,152
2022-10-21,121
2022-10-21,319
2022-10-21,225
2022-10-21,247
2022-10-21,132
2022-10-21,70
2022-10-22,216
2022-10-22,257
2022-10-22,84
2022-10-22,127
2022-10-22,309
2022-10-22,378
2022-10-22,194
2022-10-22,158
2022-10-22,245
2022-10-22,278
2022-10-22,313
2022-10-22,109
2022-10-22,214
2022-10-22,233
2022-10-22,332
2022-10-23,63
2022-10-23,129
2022-10-23,216
2022-10-23,304
2022-10-23,391
2022-10-23,371
2022-10-23,167
2022-10-23,222
2022-10-23,323
2022-10-23,190
2022-10-23,106
2022-10-23,225
2022-10-23,384
2022-10-23,205
2022-10-23,162
2022-10-24,134
2022-10-24,197
2022-10-24,136
2022-10-24,118
2022-10-24,170
2022-10-24,201
2022-10-24,119
2022-10-24,118
2022-10-24,72
2022-10-24,79
2022-10-24,147
2022-10-24,191
2022-10-24,200
2022-10-24,230
2022-10-25,208
2022-10-25,281
2022-10-25,166
2022-10-25,145
2022-10-25,182
2022-10-25,147
2022-10-25,210
2022-10-25,139
2022-10-25,137
2022-10-25,110
2022-10-25,79
2022-10-25,169
2022-10-25,122
2022-10-26,202
2022-10-26,193
2022-10-26,246
2022-10-26,243
2022-10-26,125
2022-10-26,193
2022-10-26,201
2022-10-26,119
2022-10-26,102
2022-10-26,125
2022-10-26,242
2022-10-26,174
2022-10-26,93
2022-10-27,279
2022-10-27,69
2022-10-27,253
2022-10-27,153
2022-10-27,155
2022-10-27,210
2022-10-27,274
2022-10-27,178
2022-10-27,247
2022-10-27,200
2022-10-27,303
2022-10-27,99
2022-10-27,152
2022-10-27,200
2022-10-28,223
2022-10-28,94
2022-10-28,175
2022-10-28,217
2022-10-28,292
2022-10-28,288
2022-10-28,196
2022-10-28,271
2022-10-28,369
2022-10-28,171
2022-10-28,255
2022-10-28,198
2022-10-28,304
2022-10-28,163
2022-10-29,106
2022-10-29,433
2022-10-29,180
2022-10-29,147
2022-10-29,310
2022-10-29,254
2022-10-29,345
2022-10-29,234
2022-10-29,331
2022-10-29,240
2022-10-29,256
2022-10-29,78
2022-10-29,283
2022-10-29,410
2022-10-29,218
2022-10-30,124
2022-10-30,254
2022-10-30,232
2022-10-30,329
2022-10-30,203
2022-10-30,401
2022-10-30,243
2022-10-30,217
2022-10-30,72
2022-10-30,429
2022-10-30,257
2022-10-30,105
2022-10-30,367
2022-10-30,345
2022-10-31,172
2022-10-31,213
2022-10-31,152
2022-10-31,175
2022-10-31,176
2022-10-31,94
2022-10-31,168
2022-10-31,74
2022-10-31,211
2022-10-31,250
2022-10-31,116
2022-10-31,156
2022-10-31,205
2022-10-31,238
2022-11-01,181
2022-11-01,164
2022-11-01,208
2022-11-01,161
2022-11-01,265
2022-11-01,114
2022-11-01,167
2022-11-01,235
2022-11-01,236
2022-11-01,160
2022-11-01,269
2022-11-01,177
2022-11-01,189
2022-11-02,212
2022-11-02,191
2022-11-02,283
2022-11-02,192
2022-11-02,123
2022-11-02,305
2022-11-02,214
2022-11-02,263
2022-11-02,137
2022-11-02,118
2022-11-02,40
2022-11-02,176
2022-11-02,347
2022-11-02,275
2022-11-02,173
2022-11-03,260
2022-11-03,214
2022-11-03,164
2022-11-03,215
2022-11-03,179
2022-11-03,153
2022-11-03,190
2022-11-03,97
2022-11-03,201
2022-11-03,233
2022-11-03,109
2022-11-03,190
2022-11-03,110
2022-11-04,185
2022-11-04,144
2022-11-04,172
2022-11-04,83
2022-11-04,253
2022-11-04,194
2022-11-04,271
2022-11-04,177
2022-11-04,234
2022-11-04,157
2022-11-04,199
2022-11-04,288
2022-11-04,324
2022-11-04,309
2022-11-05,240
2022-11-05,328
2022-11-05,135
2022-11-05,197
2022-11-05,264
2022-11-05,202
2022-11-05,114
2022-11-05,364
2022-11-05,250
2022-11-05,204
2022-11-05,69
2022-11-05,290
2022-11-05,337
2022-11-05,344
2022-11-05,192
2022-11-06,227
2022-11-06,111
2022-11-06,370
2022-11-06,300
2022-11-06,69
2022-11-06,107
2022-11-06,229
2022-11-06,358
2022-11-06,209
2022-11-06,242
2022-11-06,162
2022-11-06,264
2022-11-06,405
2022-11-06,230
2022-11-07,207
2022-11-07,92
2022-11-07,141
2022-11-07,100
2022-11-07,154
2022-11-07,182
2022-11-07,155
2022-11-07,107
2022-11-07,169
2022-11-07,169
2022-11-07,207
2022-11-07,217
2022-11-07,128
2022-11-08,194
2022-11-08,119
2022-11-08,114
2022-11-08,245
2022-11-08,132
2022-11-08,180
2022-11-08,181
2022-11-08,146
2022-11-08,155
2022-11-08,244
2022-11-08,199
2022-11-08,99
2022-11-08,164
2022-11-09,197
2022-11-09,172
2022-11-09,186
2022-11-09,236
2022-11-09,111
2022-11-09,228
2022-11-09,206
2022-11-09,153
2022-11-09,156
2022-11-09,102
2022-11-09,187
2022-11-09,120
2022-11-09,149
2022-11-10,184
2022-11-10,106
2022-11-10,170
2022-11-10,228
2022-11-10,275
2022-11-10,203
2022-11-10,155
2022-11-10,136
2022-11-10,137
2022-11-10,215
2022-11-10,178
2022-11-10,118
2022-11-10,120
2022-11-11,382
2022-11-11,360
2022-11-11,158
2022-11-11,296
2022-11-11,226
2022-11-11,239
2022-11-11,172
2022-11-11,205
2022-11-11,117
2022-11-11,205
2022-11-11,328
2022-11-11,100
2022-11-11,177
2022-11-11,268
2022-11-12,247
2022-11-12,175
2022-11-12,297
2022-11-12,402
2022-11-12,320
2022-11-12,216
2022-11-12,296
2022-11-12,382
2022-11-12,113
2022-11-12,307
2022-11-12,391
2022-11-12,122
2022-11-12,229
2022-11-12,280
2022-11-13,228
2022-11-13,327
2022-11-13,399
2022-11-13,337
2022-11-13,45
2022-11-13,230
2022-11-13,208
2022-11-13,189
2022-11-13,404
2022-11-13,258
2022-11-13,110
2022-11-13,402
2022-11-13,238
2022-11-13,103
2022-11-14,123
2022-11-14,170
2022-11-14,144
2022-11-14,214
2022-11-14,156
2022-11-14,139
2022-11-14,155
2022-11-14,139
2022-11-14,93
2022-11-14,198
2022-11-14,102
2022-11-14,101
2022-11-14,186
2022-11-15,191
2022-11-15,112
2022-11-15,257
2022-11-15,157
2022-11-15,192
2022-11-15,154
2022-11-15,80
2022-11-15,179
2022-11-15,98
2022-11-15,249
2022-11-15,165
2022-11-15,228
2022-11-15,206
2022-11-15,86
2022-11-16,180
2022-11-16,204
2022-11-16,232
2022-11-16,156
2022-11-16,197
2022-11-16,45
2022-11-16,148
2022-11-16,198
2022-11-16,243
2022-11-16,328
2022-11-16,305
2022-11-16,219
2022-11-16,346
2022-11-16,264
2022-11-17,219
2022-11-17,239
2022-11-17,289
2022-11-17,280
2022-11-17,252
2022-11-17,190
2022-11-17,285
2022-11-17,263
2022-11-17,135
2022-11-17,201
2022-11-17,229
2022-11-17,156
2022-11-17,203
2022-11-18,382
2022-11-18,223
2022-11-18,173
2022-11-18,142
2022-11-18,262
2022-11-18,298
2022-11-18,342
2022-11-18,248
2022-11-18,204
2022-11-18,252
2022-11-18,349
2022-11-18,219
2022-11-18,260
2022-11-18,171
2022-11-18,137
2022-11-19,404
2022-11-19,310
2022-11-19,513
2022-11-19,385
2022-11-19,328
2022-11-19,469
2022-11-19,164
2022-11-19,356
2022-11-19,57
2022-11-19,293
2022-11-19,250
2022-11-19,379
2022-11-19,130
2022-11-19,341
2022-11-19,262
2022-11-20,475
2022-11-20,283
2022-11-20,218
2022-11-20,286
2022-11-20,406
2022-11-20,137
2022-11-20,361
2022-11-20,439
2022-11-20,200
2022-11-20,336
2022-11-20,114
2022-11-20,353
2022-11-20,150
2022-11-20,281
2022-11-21,178
2022-11-21,113
2022-11-21,235
2022-11-21,154
2022-11-21,218
2022-11-21,246
2022-11-21,204
2022-11-21,187
2022-11-21,194
2022-11-21,212
2022-11-21,148
2022-11-21,155
2022-11-21,124
2022-11-22,214
2022-11-22,213
2022-11-22,176
2022-11-22,141
2022-11-22,273
2022-11-22,137
2022-11-22,166
2022-11-22,248
2022-11-22,247
2022-11-22,179
2022-11-22,169
2022-11-22,177
2022-11-22,161
2022-11-23,178
2022-11-23,202
2022-11-23,219
2022-11-23,254
2022-11-23,216
2022-11-23,157
2022-11-23,300
2022-11-23,261
2022-11-23,202
2022-11-23,114
2022-11-23,190
2022-11-23,229
2022-11-23,52
2022-11-23,173
2022-11-24,278
2022-11-24,128
2022-11-24,82
2022-11-24,213
2022-11-24,159
2022-11-24,153
2022-11-24,256
2022-11-24,216
2022-11-24,321
2022-11-24,254
2022-11-24,181
2022-11-24,203
2022-11-24,223
2022-11-24,298
2022-11-25,550
2022-11-25,517
2022-11-25,157
2022-11-25,4
2022-11-25,335
2022-11-25,243
2022-11-25,330
2022-11-25,269
2022-11-25,296
2022-11-25,444
2022-11-25,329
2022-11-25,151
2022-11-25,425
2022-11-25,248
2022-11-25,284
2022-11-26,384
2022-11-26,269
2022-11-26,411
2022-11-26,458
2022-11-26,633
2022-11-26,144
2022-11-26,561
2022-11-26,421
2022-11-26,377
2022-11-26,574
2022-11-26,58
2022-11-26,225
2022-11-26,595
2022-11-26,638
2022-11-26,382
2022-11-27,447
2022-11-27,296
2022-11-27,420
2022-11-27,632
2022-11-27,186
2022-11-27,507
2022-11-27,332
2022-11-27,669
2022-11-27,538
2022-11-27,685
2022-11-27,489
2022-11-27,229
2022-11-27,440
2022-11-27,107
2022-11-28,396
2022-11-28,304
2022-11-28,223
2022-11-28,184
2022-11-28,149
2022-11-28,245
2022-11-28,235
2022-11-28,127
2022-11-28,173
2022-11-28,220
2022-11-28,195
2022-11-28,45
2022-11-28,251
2022-11-28,347
2022-11-29,278
2022-11-29,175
2022-11-29,207
2022-11-29,179
2022-11-29,300
2022-11-29,301
2022-11-29,59
2022-11-29,249
2022-11-29,256
2022-11-29,313
2022-11-29,297
2022-11-29,175
2022-11-29,142
2022-11-29,170
2022-11-30,231
2022-11-30,215
2022-11-30,316
2022-11-30,55
2022-11-30,205
2022-11-30,248
2022-11-30,221
2022-11-30,315
2022-11-30,167
2022-11-30,385
2022-11-30,282
2022-11-30,412
2022-11-30,256
2022-11-30,201
